"digits","algorithm","n_neighbors","metric","sizes","digit","precision","recall","f1_score","support"
9,"auto",20,"chebyshev",30,9,"     0.12","    0.05","     0.07",112
0,"ball_tree",20,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",20,"chebyshev",30,1,"     1.00","    0.01","     0.02",95
2,"ball_tree",20,"chebyshev",30,2,"     0.33","    0.30","     0.31",111
3,"ball_tree",20,"chebyshev",30,3,"     0.10","    0.78","     0.17",103
4,"ball_tree",20,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"ball_tree",20,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"ball_tree",20,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"ball_tree",20,"chebyshev",30,7,"     0.43","    0.03","     0.06",97
8,"ball_tree",20,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"ball_tree",20,"chebyshev",30,9,"     0.12","    0.05","     0.07",112
0,"kd_tree",20,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",20,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"kd_tree",20,"chebyshev",30,2,"     0.30","    0.32","     0.31",111
3,"kd_tree",20,"chebyshev",30,3,"     0.10","    0.78","     0.17",103
4,"kd_tree",20,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"kd_tree",20,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"kd_tree",20,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"kd_tree",20,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"kd_tree",20,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"kd_tree",20,"chebyshev",30,9,"     0.13","    0.05","     0.08",112
0,"brute",20,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"brute",20,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"brute",20,"chebyshev",30,2,"     0.00","    0.00","     0.00",111
3,"brute",20,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"brute",20,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"brute",20,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"brute",20,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"brute",20,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"brute",20,"chebyshev",30,8,"     0.09","    1.00","     0.16",87
9,"brute",20,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"auto",50,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"auto",50,"chebyshev",30,1,"     0.33","    0.01","     0.02",95
2,"auto",50,"chebyshev",30,2,"     0.27","    0.03","     0.05",111
3,"auto",50,"chebyshev",30,3,"     0.17","    0.15","     0.16",103
4,"auto",50,"chebyshev",30,4,"     0.04","    0.01","     0.02",95
5,"auto",50,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"auto",50,"chebyshev",30,6,"     0.08","    0.04","     0.05",106
7,"auto",50,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"auto",50,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"auto",50,"chebyshev",30,9,"     0.13","    0.92","     0.22",112
0,"ball_tree",50,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",50,"chebyshev",30,1,"     0.33","    0.01","     0.02",95
2,"ball_tree",50,"chebyshev",30,2,"     0.27","    0.03","     0.05",111
3,"ball_tree",50,"chebyshev",30,3,"     0.17","    0.15","     0.16",103
4,"ball_tree",50,"chebyshev",30,4,"     0.04","    0.01","     0.02",95
5,"ball_tree",50,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"ball_tree",50,"chebyshev",30,6,"     0.08","    0.04","     0.05",106
7,"ball_tree",50,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"ball_tree",50,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"ball_tree",50,"chebyshev",30,9,"     0.13","    0.92","     0.22",112
0,"kd_tree",50,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",50,"chebyshev",30,1,"     0.33","    0.01","     0.02",95
2,"kd_tree",50,"chebyshev",30,2,"     0.28","    0.05","     0.08",111
3,"kd_tree",50,"chebyshev",30,3,"     0.17","    0.15","     0.16",103
4,"kd_tree",50,"chebyshev",30,4,"     0.04","    0.01","     0.02",95
5,"kd_tree",50,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"kd_tree",50,"chebyshev",30,6,"     0.04","    0.02","     0.03",106
7,"kd_tree",50,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"kd_tree",50,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"kd_tree",50,"chebyshev",30,9,"     0.13","    0.92","     0.22",112
0,"brute",50,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"brute",50,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"brute",50,"chebyshev",30,2,"     0.00","    0.00","     0.00",111
3,"brute",50,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"brute",50,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"brute",50,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"brute",50,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"brute",50,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"brute",50,"chebyshev",30,8,"     0.09","    1.00","     0.16",87
9,"brute",50,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"auto",1,"euclidean",30,0,"     0.96","    0.95","     0.95",97
1,"auto",1,"euclidean",30,1,"     0.79","    0.98","     0.88",95
2,"auto",1,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"auto",1,"euclidean",30,3,"     0.91","    0.95","     0.93",103
4,"auto",1,"euclidean",30,4,"     0.94","    0.86","     0.90",95
5,"auto",1,"euclidean",30,5,"     0.92","    0.91","     0.91",97
6,"auto",1,"euclidean",30,6,"     0.97","    0.92","     0.95",106
7,"auto",1,"euclidean",30,7,"     0.85","    0.91","     0.88",97
8,"auto",1,"euclidean",30,8,"     0.97","    0.90","     0.93",87
9,"auto",1,"euclidean",30,9,"     0.92","    0.90","     0.91",112
0,"ball_tree",1,"euclidean",30,0,"     0.96","    0.95","     0.95",97
1,"ball_tree",1,"euclidean",30,1,"     0.79","    0.98","     0.88",95
2,"ball_tree",1,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"ball_tree",1,"euclidean",30,3,"     0.91","    0.95","     0.93",103
4,"ball_tree",1,"euclidean",30,4,"     0.94","    0.86","     0.90",95
5,"ball_tree",1,"euclidean",30,5,"     0.92","    0.91","     0.91",97
6,"ball_tree",1,"euclidean",30,6,"     0.97","    0.92","     0.95",106
7,"ball_tree",1,"euclidean",30,7,"     0.85","    0.91","     0.88",97
8,"ball_tree",1,"euclidean",30,8,"     0.97","    0.90","     0.93",87
9,"ball_tree",1,"euclidean",30,9,"     0.92","    0.90","     0.91",112
0,"kd_tree",1,"euclidean",30,0,"     0.96","    0.95","     0.95",97
1,"kd_tree",1,"euclidean",30,1,"     0.79","    0.98","     0.88",95
2,"kd_tree",1,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"kd_tree",1,"euclidean",30,3,"     0.91","    0.95","     0.93",103
4,"kd_tree",1,"euclidean",30,4,"     0.94","    0.86","     0.90",95
5,"kd_tree",1,"euclidean",30,5,"     0.92","    0.91","     0.91",97
6,"kd_tree",1,"euclidean",30,6,"     0.97","    0.92","     0.95",106
7,"kd_tree",1,"euclidean",30,7,"     0.85","    0.91","     0.88",97
8,"kd_tree",1,"euclidean",30,8,"     0.97","    0.90","     0.93",87
9,"kd_tree",1,"euclidean",30,9,"     0.92","    0.90","     0.91",112
0,"brute",1,"euclidean",30,0,"     0.96","    0.95","     0.95",97
1,"brute",1,"euclidean",30,1,"     0.79","    0.98","     0.88",95
2,"brute",1,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"brute",1,"euclidean",30,3,"     0.91","    0.95","     0.93",103
4,"brute",1,"euclidean",30,4,"     0.94","    0.86","     0.90",95
5,"brute",1,"euclidean",30,5,"     0.92","    0.91","     0.91",97
6,"brute",1,"euclidean",30,6,"     0.97","    0.92","     0.95",106
7,"brute",1,"euclidean",30,7,"     0.85","    0.91","     0.88",97
8,"brute",1,"euclidean",30,8,"     0.97","    0.90","     0.93",87
9,"brute",1,"euclidean",30,9,"     0.92","    0.90","     0.91",112
0,"auto",5,"euclidean",30,0,"     0.98","    0.98","     0.98",97
1,"auto",5,"euclidean",30,1,"     0.70","    0.99","     0.82",95
2,"auto",5,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"auto",5,"euclidean",30,3,"     0.92","    0.95","     0.93",103
4,"auto",5,"euclidean",30,4,"     0.92","    0.85","     0.89",95
5,"auto",5,"euclidean",30,5,"     0.98","    0.92","     0.95",97
6,"auto",5,"euclidean",30,6,"     0.97","    0.94","     0.96",106
7,"auto",5,"euclidean",30,7,"     0.84","    0.87","     0.85",97
8,"auto",5,"euclidean",30,8,"     0.99","    0.87","     0.93",87
9,"auto",5,"euclidean",30,9,"     0.94","    0.85","     0.89",112
0,"ball_tree",5,"euclidean",30,0,"     0.98","    0.98","     0.98",97
1,"ball_tree",5,"euclidean",30,1,"     0.70","    0.99","     0.82",95
2,"ball_tree",5,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"ball_tree",5,"euclidean",30,3,"     0.92","    0.95","     0.93",103
4,"ball_tree",5,"euclidean",30,4,"     0.92","    0.85","     0.89",95
5,"ball_tree",5,"euclidean",30,5,"     0.98","    0.92","     0.95",97
6,"ball_tree",5,"euclidean",30,6,"     0.97","    0.94","     0.96",106
7,"ball_tree",5,"euclidean",30,7,"     0.84","    0.87","     0.85",97
8,"ball_tree",5,"euclidean",30,8,"     0.99","    0.87","     0.93",87
9,"ball_tree",5,"euclidean",30,9,"     0.94","    0.85","     0.89",112
0,"kd_tree",5,"euclidean",30,0,"     0.98","    0.98","     0.98",97
1,"kd_tree",5,"euclidean",30,1,"     0.70","    0.99","     0.82",95
2,"kd_tree",5,"euclidean",30,2,"     0.99","    0.90","     0.94",111
3,"kd_tree",5,"euclidean",30,3,"     0.92","    0.95","     0.93",103
4,"kd_tree",5,"euclidean",30,4,"     0.92","    0.85","     0.89",95
5,"kd_tree",5,"euclidean",30,5,"     0.98","    0.92","     0.95",97
6,"kd_tree",5,"euclidean",30,6,"     0.97","    0.94","     0.96",106
7,"kd_tree",5,"euclidean",30,7,"     0.84","    0.87","     0.85",97
8,"kd_tree",5,"euclidean",30,8,"     0.99","    0.87","     0.93",87
9,"kd_tree",5,"euclidean",30,9,"     0.94","    0.85","     0.89",112
0,"brute",5,"euclidean",30,0,"     0.98","    0.98","     0.98",97
1,"brute",5,"euclidean",30,1,"     0.70","    0.99","     0.82",95
2,"brute",5,"euclidean",30,2,"     0.99","    0.89","     0.94",111
3,"brute",5,"euclidean",30,3,"     0.91","    0.95","     0.93",103
4,"brute",5,"euclidean",30,4,"     0.92","    0.86","     0.89",95
5,"brute",5,"euclidean",30,5,"     0.98","    0.91","     0.94",97
6,"brute",5,"euclidean",30,6,"     0.97","    0.94","     0.96",106
7,"brute",5,"euclidean",30,7,"     0.82","    0.87","     0.84",97
8,"brute",5,"euclidean",30,8,"     0.99","    0.86","     0.92",87
9,"brute",5,"euclidean",30,9,"     0.95","    0.85","     0.90",112
0,"auto",10,"euclidean",30,0,"     0.95","    0.98","     0.96",97
1,"auto",10,"euclidean",30,1,"     0.67","    0.99","     0.80",95
2,"auto",10,"euclidean",30,2,"     0.99","    0.84","     0.91",111
3,"auto",10,"euclidean",30,3,"     0.89","    0.94","     0.92",103
4,"auto",10,"euclidean",30,4,"     0.92","    0.86","     0.89",95
5,"auto",10,"euclidean",30,5,"     0.97","    0.90","     0.93",97
6,"auto",10,"euclidean",30,6,"     0.97","    0.92","     0.94",106
7,"auto",10,"euclidean",30,7,"     0.76","    0.88","     0.81",97
8,"auto",10,"euclidean",30,8,"     0.96","    0.82","     0.88",87
9,"auto",10,"euclidean",30,9,"     0.96","    0.79","     0.86",112
0,"ball_tree",10,"euclidean",30,0,"     0.95","    0.98","     0.96",97
1,"ball_tree",10,"euclidean",30,1,"     0.67","    0.99","     0.80",95
2,"ball_tree",10,"euclidean",30,2,"     0.99","    0.84","     0.91",111
3,"ball_tree",10,"euclidean",30,3,"     0.89","    0.94","     0.92",103
4,"ball_tree",10,"euclidean",30,4,"     0.92","    0.86","     0.89",95
5,"ball_tree",10,"euclidean",30,5,"     0.97","    0.90","     0.93",97
6,"ball_tree",10,"euclidean",30,6,"     0.97","    0.92","     0.94",106
7,"ball_tree",10,"euclidean",30,7,"     0.76","    0.88","     0.81",97
8,"ball_tree",10,"euclidean",30,8,"     0.96","    0.82","     0.88",87
9,"ball_tree",10,"euclidean",30,9,"     0.96","    0.79","     0.86",112
0,"kd_tree",10,"euclidean",30,0,"     0.95","    0.98","     0.96",97
1,"kd_tree",10,"euclidean",30,1,"     0.67","    0.99","     0.80",95
2,"kd_tree",10,"euclidean",30,2,"     0.99","    0.84","     0.91",111
3,"kd_tree",10,"euclidean",30,3,"     0.89","    0.94","     0.92",103
4,"kd_tree",10,"euclidean",30,4,"     0.92","    0.86","     0.89",95
5,"kd_tree",10,"euclidean",30,5,"     0.97","    0.90","     0.93",97
6,"kd_tree",10,"euclidean",30,6,"     0.97","    0.92","     0.94",106
7,"kd_tree",10,"euclidean",30,7,"     0.76","    0.88","     0.81",97
8,"kd_tree",10,"euclidean",30,8,"     0.96","    0.82","     0.88",87
9,"kd_tree",10,"euclidean",30,9,"     0.96","    0.79","     0.86",112
0,"brute",10,"euclidean",30,0,"     0.96","    0.98","     0.97",97
1,"brute",10,"euclidean",30,1,"     0.67","    0.99","     0.80",95
2,"brute",10,"euclidean",30,2,"     0.99","    0.84","     0.91",111
3,"brute",10,"euclidean",30,3,"     0.89","    0.94","     0.92",103
4,"brute",10,"euclidean",30,4,"     0.92","    0.85","     0.89",95
5,"brute",10,"euclidean",30,5,"     0.97","    0.90","     0.93",97
6,"brute",10,"euclidean",30,6,"     0.97","    0.92","     0.95",106
7,"brute",10,"euclidean",30,7,"     0.76","    0.88","     0.81",97
8,"brute",10,"euclidean",30,8,"     0.96","    0.80","     0.88",87
9,"brute",10,"euclidean",30,9,"     0.95","    0.79","     0.86",112
0,"auto",20,"euclidean",30,0,"     0.94","    0.98","     0.96",97
1,"auto",20,"euclidean",30,1,"     0.62","    0.99","     0.76",95
2,"auto",20,"euclidean",30,2,"     0.98","    0.78","     0.87",111
3,"auto",20,"euclidean",30,3,"     0.89","    0.92","     0.90",103
4,"auto",20,"euclidean",30,4,"     0.93","    0.80","     0.86",95
5,"auto",20,"euclidean",30,5,"     0.94","    0.91","     0.92",97
6,"auto",20,"euclidean",30,6,"     0.97","    0.91","     0.94",106
7,"auto",20,"euclidean",30,7,"     0.72","    0.85","     0.78",97
8,"auto",20,"euclidean",30,8,"     0.96","    0.79","     0.87",87
9,"auto",20,"euclidean",30,9,"     0.91","    0.74","     0.82",112
0,"ball_tree",20,"euclidean",30,0,"     0.94","    0.98","     0.96",97
1,"ball_tree",20,"euclidean",30,1,"     0.62","    0.99","     0.76",95
2,"ball_tree",20,"euclidean",30,2,"     0.98","    0.78","     0.87",111
3,"ball_tree",20,"euclidean",30,3,"     0.89","    0.93","     0.91",103
4,"ball_tree",20,"euclidean",30,4,"     0.93","    0.80","     0.86",95
5,"ball_tree",20,"euclidean",30,5,"     0.94","    0.91","     0.92",97
6,"ball_tree",20,"euclidean",30,6,"     0.97","    0.91","     0.94",106
7,"ball_tree",20,"euclidean",30,7,"     0.73","    0.85","     0.78",97
8,"ball_tree",20,"euclidean",30,8,"     0.96","    0.79","     0.87",87
9,"ball_tree",20,"euclidean",30,9,"     0.91","    0.74","     0.82",112
0,"kd_tree",20,"euclidean",30,0,"     0.94","    0.98","     0.96",97
1,"kd_tree",20,"euclidean",30,1,"     0.62","    0.99","     0.76",95
2,"kd_tree",20,"euclidean",30,2,"     0.98","    0.78","     0.87",111
3,"kd_tree",20,"euclidean",30,3,"     0.89","    0.92","     0.90",103
4,"kd_tree",20,"euclidean",30,4,"     0.93","    0.80","     0.86",95
5,"kd_tree",20,"euclidean",30,5,"     0.94","    0.91","     0.92",97
6,"kd_tree",20,"euclidean",30,6,"     0.97","    0.91","     0.94",106
7,"kd_tree",20,"euclidean",30,7,"     0.72","    0.85","     0.78",97
8,"kd_tree",20,"euclidean",30,8,"     0.96","    0.79","     0.87",87
9,"kd_tree",20,"euclidean",30,9,"     0.91","    0.74","     0.82",112
0,"brute",20,"euclidean",30,0,"     0.95","    0.98","     0.96",97
1,"brute",20,"euclidean",30,1,"     0.62","    0.99","     0.76",95
2,"brute",20,"euclidean",30,2,"     0.98","    0.78","     0.87",111
3,"brute",20,"euclidean",30,3,"     0.89","    0.92","     0.90",103
4,"brute",20,"euclidean",30,4,"     0.93","    0.80","     0.86",95
5,"brute",20,"euclidean",30,5,"     0.94","    0.91","     0.92",97
6,"brute",20,"euclidean",30,6,"     0.96","    0.91","     0.93",106
7,"brute",20,"euclidean",30,7,"     0.71","    0.85","     0.77",97
8,"brute",20,"euclidean",30,8,"     0.96","    0.78","     0.86",87
9,"brute",20,"euclidean",30,9,"     0.91","    0.72","     0.81",112
0,"auto",50,"euclidean",30,0,"     0.95","    0.97","     0.96",97
1,"auto",50,"euclidean",30,1,"     0.52","    0.96","     0.67",95
2,"auto",50,"euclidean",30,2,"     0.97","    0.70","     0.82",111
3,"auto",50,"euclidean",30,3,"     0.85","    0.90","     0.87",103
4,"auto",50,"euclidean",30,4,"     0.90","    0.78","     0.84",95
5,"auto",50,"euclidean",30,5,"     0.90","    0.86","     0.88",97
6,"auto",50,"euclidean",30,6,"     0.94","    0.88","     0.91",106
7,"auto",50,"euclidean",30,7,"     0.63","    0.77","     0.69",97
8,"auto",50,"euclidean",30,8,"     0.94","    0.71","     0.81",87
9,"auto",50,"euclidean",30,9,"     0.91","    0.62","     0.74",112
0,"ball_tree",50,"euclidean",30,0,"     0.95","    0.97","     0.96",97
1,"ball_tree",50,"euclidean",30,1,"     0.51","    0.96","     0.67",95
2,"ball_tree",50,"euclidean",30,2,"     0.97","    0.69","     0.81",111
3,"ball_tree",50,"euclidean",30,3,"     0.85","    0.90","     0.87",103
4,"ball_tree",50,"euclidean",30,4,"     0.90","    0.78","     0.84",95
5,"ball_tree",50,"euclidean",30,5,"     0.90","    0.86","     0.88",97
6,"ball_tree",50,"euclidean",30,6,"     0.94","    0.88","     0.91",106
7,"ball_tree",50,"euclidean",30,7,"     0.63","    0.77","     0.69",97
8,"ball_tree",50,"euclidean",30,8,"     0.94","    0.71","     0.81",87
9,"ball_tree",50,"euclidean",30,9,"     0.91","    0.62","     0.74",112
0,"kd_tree",50,"euclidean",30,0,"     0.95","    0.97","     0.96",97
1,"kd_tree",50,"euclidean",30,1,"     0.52","    0.96","     0.67",95
2,"kd_tree",50,"euclidean",30,2,"     0.97","    0.70","     0.82",111
3,"kd_tree",50,"euclidean",30,3,"     0.85","    0.90","     0.87",103
4,"kd_tree",50,"euclidean",30,4,"     0.90","    0.78","     0.84",95
5,"kd_tree",50,"euclidean",30,5,"     0.90","    0.86","     0.88",97
6,"kd_tree",50,"euclidean",30,6,"     0.94","    0.88","     0.91",106
7,"kd_tree",50,"euclidean",30,7,"     0.63","    0.77","     0.69",97
8,"kd_tree",50,"euclidean",30,8,"     0.94","    0.71","     0.81",87
9,"kd_tree",50,"euclidean",30,9,"     0.91","    0.62","     0.74",112
0,"brute",50,"euclidean",30,0,"     0.96","    0.97","     0.96",97
1,"brute",50,"euclidean",30,1,"     0.52","    0.96","     0.67",95
2,"brute",50,"euclidean",30,2,"     0.97","    0.70","     0.82",111
3,"brute",50,"euclidean",30,3,"     0.85","    0.90","     0.87",103
4,"brute",50,"euclidean",30,4,"     0.90","    0.78","     0.84",95
5,"brute",50,"euclidean",30,5,"     0.90","    0.86","     0.88",97
6,"brute",50,"euclidean",30,6,"     0.94","    0.88","     0.91",106
7,"brute",50,"euclidean",30,7,"     0.63","    0.77","     0.69",97
8,"brute",50,"euclidean",30,8,"     0.93","    0.71","     0.81",87
9,"brute",50,"euclidean",30,9,"     0.91","    0.63","     0.75",112
0,"auto",1,"manhattan",30,0,"     0.96","    0.95","     0.95",97
1,"auto",1,"manhattan",30,1,"     0.79","    0.98","     0.88",95
2,"auto",1,"manhattan",30,2,"     0.99","    0.90","     0.94",111
3,"auto",1,"manhattan",30,3,"     0.91","    0.95","     0.93",103
4,"auto",1,"manhattan",30,4,"     0.94","    0.86","     0.90",95
5,"auto",1,"manhattan",30,5,"     0.92","    0.91","     0.91",97
6,"auto",1,"manhattan",30,6,"     0.97","    0.92","     0.95",106
7,"auto",1,"manhattan",30,7,"     0.85","    0.91","     0.88",97
8,"auto",1,"manhattan",30,8,"     0.97","    0.90","     0.93",87
9,"auto",1,"manhattan",30,9,"     0.92","    0.90","     0.91",112
